platform,ad_format,objective,audience_size,daily_budget,creative_quality,days_running,retargeting,day_of_week,ctr,cpc,roas
Google,image,traffic,narrow,1074.59,3,3,0,2,0.0274,2.7,2.25
Google,carousel,awareness,medium,1398.44,2,69,1,4,0.0313,2.96,3.76
Meta,carousel,conversions,narrow,1772.53,1,89,1,0,0.0349,3.51,4.5
Google,video,awareness,narrow,1016.65,1,64,1,3,0.0444,3.12,4.83
Google,carousel,conversions,broad,660.84,5,49,1,1,0.0406,3.33,5.33
Meta,carousel,conversions,narrow,1519.65,3,72,0,0,0.037,2.81,4.4
Meta,carousel,conversions,broad,479.13,4,17,1,1,0.0442,2.12,5.87
Google,image,conversions,medium,807.64,4,73,1,0,0.0382,3.37,5.36
Meta,video,conversions,medium,1738.17,4,32,1,6,0.0538,3.02,7.02
Google,video,conversions,narrow,1462.62,2,70,0,0,0.0377,4.03,4.29
Meta,video,awareness,medium,837.43,2,21,1,5,0.0436,1.43,4.44
Google,video,awareness,narrow,468.75,4,7,0,1,0.0438,2.82,4.5
Meta,video,traffic,broad,744.14,5,7,0,1,0.0404,1.81,4.02
Meta,image,conversions,broad,604.0,2,27,1,6,0.0322,2.1,4.08
Meta,image,conversions,medium,393.37,2,8,1,0,0.0304,2.23,4.54
Google,image,conversions,narrow,1499.5,1,73,0,3,0.0323,3.9,3.33
Google,video,traffic,broad,541.54,1,28,1,1,0.0278,2.76,3.39
Meta,carousel,awareness,medium,935.63,5,79,0,6,0.0316,2.29,4.63
Meta,carousel,conversions,narrow,802.43,2,66,0,2,0.0263,2.54,4.13
Google,carousel,conversions,medium,1965.05,2,71,0,2,0.0257,2.98,2.97
Meta,carousel,traffic,broad,812.63,3,47,0,0,0.0257,1.85,1.89
Google,image,conversions,narrow,205.97,5,82,1,4,0.0384,3.83,5.97
Meta,carousel,conversions,narrow,225.16,5,86,0,0,0.0463,2.32,5.37
Meta,video,traffic,broad,1201.97,3,10,0,6,0.0275,2.07,3.14
Meta,video,traffic,narrow,1218.76,3,33,0,0,0.0525,2.47,4.46
Meta,video,conversions,narrow,866.58,1,7,0,3,0.0342,2.72,3.66
Google,video,conversions,medium,892.1,5,3,1,3,0.0458,3.07,6.08
Meta,video,awareness,broad,155.17,5,14,0,5,0.0316,1.27,4.22
Meta,image,conversions,medium,1057.27,3,44,0,6,0.0354,1.63,3.3
Google,carousel,conversions,broad,1034.24,4,46,1,4,0.0351,2.78,5.65
Meta,image,conversions,medium,341.62,4,61,0,6,0.0284,1.99,2.99
Meta,video,conversions,narrow,252.49,1,36,1,6,0.0505,2.8,6.28
Google,carousel,conversions,broad,290.97,4,13,0,4,0.0201,2.86,2.78
Google,image,awareness,medium,247.01,4,16,0,6,0.0261,2.22,3.07
Meta,video,conversions,narrow,1238.93,4,80,1,4,0.0649,2.5,7.52
Google,image,conversions,medium,433.14,2,5,1,4,0.0338,3.13,4.15
Google,video,traffic,medium,540.29,1,89,0,4,0.0252,2.87,2.5
Meta,video,traffic,narrow,388.47,3,38,1,6,0.0534,2.34,6.12
Meta,carousel,awareness,narrow,1917.78,4,50,1,6,0.0555,2.66,5.39
Google,video,awareness,medium,1716.5,2,38,0,0,0.031,2.37,3.08
Google,image,conversions,broad,499.46,4,56,0,6,0.0262,2.84,2.62
Meta,carousel,traffic,medium,688.75,2,63,0,0,0.0295,2.29,2.38
Google,image,conversions,broad,459.29,1,48,0,5,0.0106,3.27,1.94
Google,video,awareness,narrow,1009.16,4,59,0,2,0.0409,2.54,4.63
Meta,video,conversions,narrow,88.24,2,77,1,2,0.045,2.41,6.38
Meta,video,awareness,narrow,1359.17,5,44,0,5,0.0432,2.42,4.63
Meta,image,traffic,narrow,1070.16,5,55,1,5,0.0316,1.99,6.09
Google,image,conversions,narrow,1802.35,2,55,0,1,0.029,3.05,2.84
Meta,video,traffic,broad,370.57,4,1,0,0,0.0298,1.64,4.15
Meta,carousel,awareness,broad,1618.01,4,8,1,4,0.0436,1.75,4.42
Google,image,awareness,broad,1594.32,1,4,0,1,0.013,2.54,0.1
Google,video,conversions,narrow,298.0,1,85,0,3,0.0376,3.18,3.09
Meta,image,traffic,broad,827.19,3,86,0,0,0.0166,1.71,2.49
Google,image,conversions,medium,381.8,1,53,1,6,0.0332,2.91,3.95
Meta,video,conversions,narrow,546.7,4,58,0,5,0.0565,2.3,6.58
Google,video,conversions,broad,563.33,3,37,0,2,0.0328,2.9,2.86
Meta,carousel,conversions,medium,1134.66,1,49,1,0,0.04,1.81,4.53
Meta,image,awareness,narrow,852.25,2,67,1,5,0.0388,2.25,4.07
Google,image,conversions,medium,1898.08,5,19,0,0,0.0274,2.51,3.5
Meta,image,awareness,narrow,296.42,1,1,0,6,0.0288,1.9,3.04
Meta,video,conversions,broad,1948.7,1,29,1,0,0.0305,2.86,3.73
Google,video,conversions,medium,499.75,2,87,1,6,0.0369,2.63,5.49
Google,image,conversions,broad,1557.1,4,33,0,0,0.0151,3.48,2.89
Google,video,conversions,narrow,710.99,2,52,0,3,0.0315,3.76,3.65
Google,video,conversions,medium,329.01,1,41,1,2,0.0392,1.91,4.99
Meta,carousel,conversions,medium,1722.88,4,23,1,0,0.0475,2.47,5.0
Meta,carousel,traffic,medium,652.28,3,5,1,5,0.0383,0.83,5.25
Meta,carousel,conversions,medium,1334.77,1,71,0,3,0.0269,2.36,3.72
Meta,carousel,conversions,broad,1154.57,2,57,0,1,0.0166,2.34,2.6
Google,video,conversions,broad,969.92,3,6,1,0,0.0371,2.35,6.12
Meta,carousel,awareness,broad,1016.85,5,49,0,6,0.0276,2.38,2.95
Meta,video,awareness,broad,1477.86,3,22,0,3,0.0267,2.03,3.05
Meta,carousel,conversions,broad,221.16,2,77,0,4,0.029,1.81,3.76
Google,carousel,conversions,medium,1352.95,3,76,0,1,0.0227,3.65,2.72
Meta,image,conversions,broad,1796.83,2,4,0,2,0.02,2.0,1.73
Meta,carousel,awareness,medium,162.69,1,72,1,0,0.0216,1.18,2.79
Meta,image,conversions,medium,324.27,4,64,1,0,0.0405,1.41,6.92
Google,video,conversions,medium,1447.43,5,37,1,3,0.0426,3.77,5.74
Meta,image,conversions,medium,902.7,4,31,1,2,0.0424,2.37,5.45
Google,image,conversions,narrow,836.92,4,37,0,4,0.0282,3.65,3.18
Google,video,conversions,broad,317.08,4,45,0,1,0.0325,2.99,4.28
Meta,image,traffic,medium,1038.2,2,8,0,5,0.0213,1.98,1.58
Google,carousel,conversions,narrow,296.76,2,40,0,2,0.0384,3.31,2.98
Google,video,traffic,medium,979.41,5,5,1,0,0.0465,2.68,5.47
Google,carousel,conversions,narrow,1539.05,2,28,0,3,0.0208,3.69,2.2
Meta,carousel,conversions,narrow,553.62,2,81,0,4,0.0287,2.38,3.66
Meta,carousel,awareness,narrow,987.53,2,87,0,3,0.0313,2.18,3.77
Google,carousel,conversions,medium,1984.43,2,9,0,1,0.0194,3.48,2.36
Meta,image,awareness,medium,1388.97,1,2,1,6,0.0142,1.95,2.97
Google,carousel,traffic,broad,1690.65,5,63,0,6,0.0327,2.36,3.14
Google,carousel,conversions,broad,858.95,2,51,0,2,0.0246,2.65,2.15
Google,video,awareness,medium,1547.33,5,31,0,3,0.0366,3.09,4.68
Meta,image,conversions,medium,128.99,3,7,1,5,0.036,1.95,4.56
Meta,image,awareness,medium,289.68,1,30,0,5,0.0211,1.76,1.84
Google,video,conversions,broad,445.99,2,58,0,6,0.0225,2.61,3.01
Google,image,awareness,narrow,833.81,1,3,0,6,0.021,2.51,2.14
Meta,image,conversions,narrow,1699.2,1,51,0,3,0.0244,2.66,3.59
Google,video,traffic,broad,725.22,3,56,0,0,0.0326,2.45,2.76
Google,image,traffic,medium,1326.51,5,73,1,3,0.0281,2.5,4.91
Meta,carousel,awareness,narrow,1433.16,1,10,1,4,0.0442,2.72,4.06
Meta,image,awareness,narrow,1193.06,4,61,1,2,0.0442,2.31,4.32
Meta,video,awareness,broad,746.62,3,50,0,1,0.0276,2.28,2.18
Meta,video,awareness,broad,1175.25,4,47,0,5,0.0338,1.97,3.24
Meta,video,conversions,broad,717.42,3,1,0,3,0.0377,1.49,3.58
Google,carousel,conversions,medium,213.55,4,57,0,4,0.0368,3.18,3.02
Meta,video,conversions,medium,1985.97,4,38,0,6,0.0416,2.14,5.09
Meta,image,conversions,broad,298.01,1,62,0,5,0.0155,2.16,2.22
Meta,video,conversions,broad,191.08,1,79,1,5,0.0383,1.82,4.83
Meta,video,traffic,narrow,1763.13,3,89,1,1,0.0581,3.07,5.31
Google,carousel,conversions,broad,638.58,5,70,1,5,0.0467,3.42,5.42
Meta,image,traffic,narrow,1318.08,1,82,1,4,0.0395,2.07,3.02
Meta,video,conversions,narrow,691.56,1,65,0,5,0.041,2.57,3.99
Google,image,conversions,medium,813.34,2,62,0,5,0.0245,3.12,2.64
Meta,video,traffic,medium,561.12,1,56,0,3,0.0328,1.93,2.8
Meta,image,traffic,broad,718.94,5,67,0,3,0.0257,1.72,2.56
Meta,image,traffic,narrow,850.87,2,17,0,6,0.0212,1.85,2.66
Meta,video,traffic,medium,1454.81,4,8,0,2,0.0363,1.72,3.21
Meta,video,conversions,broad,1047.5,4,60,0,0,0.0329,2.31,3.92
Meta,video,traffic,broad,1889.95,2,40,1,4,0.0317,2.44,4.43
Meta,carousel,conversions,narrow,131.67,2,81,1,0,0.0414,2.57,6.47
Google,carousel,conversions,medium,1030.98,2,89,0,0,0.0364,2.88,3.07
Meta,video,conversions,medium,1189.24,3,62,0,5,0.0377,2.55,3.88
Meta,carousel,conversions,narrow,1844.38,5,41,0,6,0.0458,2.84,5.07
Google,video,conversions,broad,145.86,5,12,1,1,0.0389,3.11,6.09
Meta,video,awareness,broad,1168.32,4,89,0,1,0.0238,2.61,3.76
Google,carousel,awareness,narrow,1714.58,4,54,1,5,0.0379,3.11,6.21
Meta,carousel,conversions,narrow,521.76,4,89,0,6,0.0482,2.8,4.54
Google,carousel,conversions,narrow,1758.77,1,11,0,4,0.0287,3.5,2.56
Meta,image,conversions,broad,87.13,4,60,0,0,0.032,1.99,4.55
Meta,video,conversions,narrow,1478.29,2,68,0,2,0.0437,2.85,5.22
Meta,carousel,awareness,medium,1869.57,4,78,0,6,0.028,2.0,2.32
Google,video,conversions,medium,1331.54,2,46,1,0,0.0459,3.94,4.89
Meta,image,traffic,medium,906.11,3,38,0,1,0.0218,1.68,3.35
Meta,video,conversions,narrow,137.52,1,61,0,0,0.044,2.62,5.54
Meta,image,awareness,narrow,1844.22,1,17,1,3,0.0372,1.87,4.32
Google,video,conversions,broad,967.08,5,66,0,3,0.0261,3.22,3.96
Meta,video,traffic,broad,106.54,3,72,0,2,0.0263,1.87,2.65
Google,carousel,conversions,broad,1395.15,2,36,0,4,0.0121,3.06,3.04
Meta,video,traffic,narrow,989.58,3,74,1,0,0.0548,1.44,6.48
Meta,image,conversions,medium,292.47,1,7,1,3,0.0329,2.08,3.66
Meta,video,conversions,medium,467.83,2,16,0,4,0.0229,2.15,3.32
Meta,video,awareness,narrow,175.76,3,14,1,6,0.0509,2.17,5.72
Meta,video,awareness,broad,1169.87,1,80,1,6,0.0313,2.45,4.15
Meta,video,awareness,medium,1262.96,2,25,0,3,0.0226,1.76,2.29
Google,carousel,traffic,narrow,1036.2,2,4,1,4,0.0444,2.75,3.65
Meta,video,awareness,broad,1643.35,1,29,0,4,0.0245,1.64,1.3
Meta,carousel,conversions,broad,1728.97,2,56,1,3,0.0345,2.58,4.91
Meta,image,conversions,narrow,1250.47,1,6,0,5,0.027,2.92,2.62
Meta,image,conversions,medium,74.88,4,1,1,1,0.0344,1.86,5.56
Meta,image,traffic,medium,1405.7,4,39,0,4,0.0215,2.16,3.63
Meta,image,conversions,medium,865.1,2,1,1,6,0.0424,2.4,4.68
Meta,carousel,conversions,narrow,1152.84,2,63,0,5,0.0326,2.76,3.59
Google,video,traffic,medium,1315.71,1,57,1,0,0.0321,2.42,3.87
Google,video,awareness,broad,732.96,2,67,0,5,0.0118,2.38,2.06
Meta,carousel,conversions,medium,1838.34,5,65,1,3,0.0414,1.82,6.85
Meta,carousel,conversions,narrow,311.25,4,65,1,5,0.054,2.56,6.58
Google,carousel,conversions,medium,1359.45,2,21,0,1,0.0259,3.22,2.12
Meta,image,conversions,medium,58.5,2,30,1,3,0.0448,2.07,5.37
Meta,carousel,conversions,broad,1853.07,3,33,0,2,0.0357,2.71,3.77
Meta,image,traffic,medium,269.38,2,48,1,0,0.0308,1.7,3.28
Google,image,traffic,narrow,235.02,5,22,1,6,0.0444,2.74,6.03
Google,video,traffic,narrow,699.36,4,54,0,2,0.0354,2.92,4.11
Meta,image,conversions,broad,778.45,3,4,1,5,0.0463,1.81,5.03
Meta,video,awareness,narrow,467.89,1,87,0,4,0.0387,1.87,3.99
Meta,video,conversions,broad,1190.99,1,55,0,5,0.0288,2.37,2.72
Google,carousel,conversions,narrow,913.68,4,44,1,6,0.047,3.25,6.21
Meta,video,awareness,medium,116.64,1,89,1,6,0.0442,1.79,4.43
Meta,video,conversions,medium,673.32,5,12,0,4,0.0459,2.0,4.35
Google,video,conversions,broad,1630.34,2,81,0,2,0.0338,3.35,2.66
Meta,carousel,awareness,broad,1394.92,4,79,1,2,0.027,1.95,4.77
Google,image,conversions,narrow,1463.5,3,74,0,4,0.0323,3.86,3.11
Meta,image,traffic,medium,1411.33,2,52,1,1,0.0294,2.19,4.64
Meta,carousel,conversions,narrow,656.4,1,76,1,0,0.0508,2.81,5.77
Meta,carousel,traffic,medium,244.34,1,65,0,3,0.0297,0.94,2.93
Google,video,conversions,medium,581.31,3,65,0,2,0.0322,3.33,3.8
Google,image,conversions,broad,1671.98,5,10,0,0,0.0347,3.76,3.43
Google,carousel,traffic,broad,1961.92,3,18,0,3,0.0289,2.74,1.23
Meta,image,conversions,medium,1013.0,4,47,1,5,0.0424,2.37,6.13
Google,video,conversions,medium,68.92,3,66,1,3,0.0544,2.55,6.03
Meta,carousel,conversions,broad,323.09,1,49,0,2,0.0228,1.51,2.71
Meta,image,conversions,broad,678.06,5,72,0,1,0.0309,1.98,5.07
Google,video,conversions,narrow,1178.24,5,22,0,1,0.0483,3.39,4.81
Meta,image,conversions,medium,196.43,3,86,1,0,0.0372,1.95,5.37
Meta,video,awareness,medium,1889.55,4,26,1,5,0.0464,1.78,5.68
Meta,video,conversions,narrow,761.91,1,9,1,0,0.054,2.41,5.08
Meta,carousel,conversions,narrow,1829.54,2,21,0,4,0.0351,2.95,3.34
Meta,video,conversions,narrow,1572.02,5,63,1,1,0.0505,2.64,7.58
Meta,image,conversions,medium,1523.1,3,6,0,0,0.0308,2.62,3.06
Meta,image,awareness,narrow,1233.1,4,14,1,4,0.0405,2.47,5.75
Google,video,conversions,narrow,1272.23,4,33,1,5,0.0553,4.3,5.48
Google,carousel,awareness,narrow,1294.11,1,71,1,6,0.0365,3.43,4.2
Meta,video,conversions,broad,1276.01,5,24,0,3,0.0474,2.46,5.12
Meta,video,traffic,broad,1129.77,1,73,1,0,0.0385,1.65,3.86
Meta,video,traffic,medium,1973.51,2,75,0,4,0.0355,2.18,2.73
Meta,video,awareness,medium,1477.97,2,87,1,1,0.0367,2.04,3.77
Meta,video,traffic,broad,1565.05,2,51,0,3,0.031,1.82,2.34
Google,image,traffic,narrow,1751.3,4,2,0,0,0.0388,3.46,3.52
Meta,carousel,conversions,narrow,470.5,5,15,0,1,0.0406,2.12,4.84
Meta,video,conversions,narrow,213.42,1,35,1,6,0.056,2.39,6.32
Meta,image,awareness,narrow,991.64,1,36,0,3,0.0223,2.36,1.86
Meta,image,conversions,medium,1052.46,2,39,1,2,0.0317,2.23,4.96
Google,carousel,conversions,broad,1666.9,5,4,1,1,0.0415,3.24,4.65
Google,image,traffic,medium,915.38,5,64,1,2,0.0396,2.53,4.46
Meta,video,conversions,medium,1163.16,3,74,0,5,0.0416,2.1,4.47
Google,video,awareness,broad,1077.79,5,6,1,0,0.0362,2.98,4.43
Meta,image,traffic,narrow,124.5,5,57,0,6,0.0392,1.63,3.6
Google,carousel,traffic,narrow,1249.67,1,30,0,4,0.0196,3.17,1.53
Google,video,awareness,medium,1664.68,5,74,0,0,0.0266,2.92,3.81
Meta,video,conversions,medium,357.13,5,67,0,1,0.0384,1.82,5.91
Meta,carousel,conversions,narrow,1208.95,1,15,0,2,0.0282,2.78,3.36
Meta,carousel,conversions,medium,1207.54,5,17,0,2,0.0406,2.09,5.0
Meta,carousel,conversions,medium,370.16,1,18,0,3,0.0318,2.53,2.89
Google,carousel,traffic,medium,290.75,3,19,0,0,0.0156,2.05,2.18
Meta,video,awareness,medium,1961.1,4,76,0,0,0.0378,1.89,3.48
Meta,image,conversions,medium,817.75,1,88,0,1,0.0171,1.88,2.83
Google,image,conversions,narrow,493.47,1,69,1,2,0.0371,2.94,4.84
Google,video,awareness,medium,384.08,5,24,0,1,0.0309,2.89,4.3
Meta,image,conversions,narrow,1351.82,1,48,0,1,0.0237,2.97,3.29
Meta,image,conversions,broad,1238.42,2,30,0,5,0.027,2.41,3.24
Meta,video,conversions,medium,1304.93,2,15,0,2,0.0311,2.19,3.05
Meta,carousel,awareness,medium,221.61,3,47,0,1,0.0264,1.84,2.56
Google,image,traffic,broad,1792.39,1,44,0,2,0.001,2.59,0.86
Meta,carousel,traffic,medium,809.07,5,27,1,1,0.0487,1.98,5.91
Meta,video,awareness,medium,661.07,5,84,1,4,0.0531,1.44,6.37
Meta,video,conversions,broad,951.6,4,64,1,1,0.047,2.09,6.14
Meta,image,conversions,broad,810.63,3,41,1,1,0.0284,2.47,4.94
Google,video,awareness,medium,1733.98,5,68,1,6,0.05,3.08,5.1
Google,image,conversions,narrow,1862.06,4,5,1,4,0.0397,3.94,6.04
Meta,carousel,traffic,medium,641.73,5,53,1,0,0.0417,1.38,5.01
Meta,video,awareness,broad,1734.67,4,8,0,2,0.0446,1.89,2.6
Meta,image,traffic,narrow,1573.97,2,22,0,6,0.0245,2.42,2.53
Google,image,traffic,narrow,1865.07,2,7,0,3,0.0267,3.0,2.92
Google,video,awareness,broad,529.21,5,22,0,4,0.0338,2.87,3.62
Meta,carousel,awareness,narrow,1175.07,3,46,1,6,0.046,1.53,5.54
Google,carousel,conversions,broad,585.36,1,30,0,0,0.0194,2.74,1.73
Google,image,conversions,medium,1656.98,3,16,1,1,0.0359,3.14,4.4
Meta,image,conversions,medium,60.38,3,79,0,5,0.0304,1.16,3.14
Google,image,traffic,narrow,1151.4,1,5,0,0,0.0197,2.63,0.47
Meta,carousel,conversions,broad,711.45,2,67,0,4,0.0336,2.4,3.06
Meta,image,traffic,medium,679.23,2,23,0,5,0.0154,1.71,2.65
Meta,image,conversions,medium,1307.57,1,61,0,1,0.0281,2.86,2.8
Meta,carousel,traffic,medium,1710.39,4,74,0,0,0.0351,2.48,3.63
Meta,video,conversions,broad,1237.93,3,5,0,3,0.0375,2.5,4.47
Google,carousel,traffic,broad,1713.69,5,23,0,2,0.0316,2.91,2.84
Meta,video,traffic,medium,565.96,2,79,1,2,0.0395,1.69,4.83
Google,video,conversions,medium,1063.03,5,82,0,4,0.0287,2.32,4.35
Meta,video,conversions,broad,928.55,1,25,0,6,0.0276,1.86,3.93
Meta,carousel,traffic,medium,72.71,5,8,0,1,0.029,1.55,3.68
Meta,carousel,conversions,narrow,1135.78,5,21,0,1,0.0403,2.93,4.27
Meta,image,conversions,narrow,1339.97,3,2,0,2,0.0288,2.89,3.02
Google,image,awareness,broad,1204.23,1,22,0,0,0.0086,2.39,1.34
Meta,image,traffic,medium,1485.75,5,72,0,1,0.028,2.23,3.1
Meta,carousel,awareness,medium,1164.11,2,87,1,3,0.0231,2.29,4.81
Meta,image,conversions,medium,180.16,1,72,0,3,0.0265,2.34,1.38
Google,video,conversions,narrow,277.07,2,68,0,1,0.0461,3.58,4.8
Google,video,awareness,medium,1213.13,4,64,0,1,0.034,2.5,3.78
Google,carousel,traffic,narrow,586.21,5,19,0,2,0.034,3.2,3.5
Meta,image,traffic,medium,205.31,1,87,0,4,0.0187,1.61,1.95
Meta,video,conversions,medium,887.73,2,82,1,2,0.0419,2.42,6.55
Meta,video,conversions,medium,1130.93,5,53,1,4,0.0535,2.45,7.23
Meta,carousel,conversions,broad,691.05,3,87,0,3,0.0288,2.17,2.97
Meta,video,conversions,broad,1454.85,2,52,1,4,0.0368,2.18,4.23
Meta,image,conversions,broad,1305.35,2,47,0,2,0.0314,2.37,2.9
Meta,carousel,conversions,narrow,699.0,4,82,1,1,0.0436,2.91,6.25
Meta,image,awareness,narrow,1522.0,3,54,1,4,0.0446,2.22,4.29
Google,video,conversions,medium,1314.96,4,44,1,2,0.0445,3.46,5.71
Meta,image,traffic,broad,1293.02,3,7,0,3,0.0315,2.11,1.96
Meta,carousel,awareness,broad,1129.18,2,1,0,5,0.0237,1.75,1.73
Google,image,traffic,broad,72.21,4,63,0,4,0.0182,2.74,2.63
Meta,carousel,conversions,medium,1408.19,5,39,0,3,0.0368,2.32,5.14
Google,video,traffic,medium,783.28,3,19,0,3,0.0282,2.99,3.13
Meta,image,traffic,medium,1888.09,2,31,0,0,0.0163,2.2,1.6
Meta,image,traffic,narrow,1645.07,1,77,0,5,0.0212,2.39,2.56
Google,carousel,traffic,narrow,1196.0,3,24,1,4,0.0301,2.79,4.21
Google,video,awareness,broad,541.75,3,69,0,2,0.0204,2.44,1.94
Google,carousel,traffic,narrow,447.25,5,87,1,4,0.0455,2.77,5.84
Meta,image,conversions,narrow,713.75,3,83,0,4,0.0365,2.24,5.27
Meta,video,traffic,narrow,979.31,3,65,1,5,0.0391,2.13,5.63
Meta,video,conversions,broad,627.33,5,33,0,6,0.0393,1.95,3.98
Meta,carousel,awareness,medium,1054.11,5,59,0,3,0.0368,1.99,3.78
Google,video,conversions,medium,372.47,4,33,1,3,0.0442,3.3,5.1
Meta,video,conversions,broad,1956.54,2,32,0,3,0.0278,2.22,3.72
Google,video,awareness,medium,260.45,2,59,0,3,0.0229,2.89,2.67
Meta,carousel,traffic,medium,1867.29,4,41,0,5,0.0283,2.02,3.0
Meta,image,conversions,narrow,1831.48,2,12,0,2,0.0288,2.66,3.15
Meta,carousel,conversions,narrow,1074.45,3,73,0,1,0.0389,2.95,4.09
Google,video,awareness,broad,1463.58,4,11,0,0,0.0395,2.61,3.03
Google,image,conversions,broad,900.29,4,19,1,6,0.0303,3.05,4.12
Google,image,awareness,medium,1278.57,2,54,1,6,0.0254,2.56,2.7
Google,carousel,conversions,medium,714.12,1,57,0,3,0.0207,2.77,2.75
Google,carousel,traffic,medium,637.26,2,42,1,3,0.0266,2.71,3.13
Google,video,awareness,narrow,1177.55,1,71,0,0,0.0335,2.97,2.85
Meta,image,conversions,narrow,1021.35,4,31,0,3,0.0261,2.28,4.38
Meta,video,conversions,narrow,1180.1,1,52,0,1,0.0343,2.92,3.95
Meta,image,conversions,narrow,608.99,3,2,1,6,0.0491,2.22,5.06
Google,video,traffic,broad,765.57,5,83,0,4,0.0295,2.18,2.88
Google,video,traffic,narrow,213.6,1,38,1,0,0.0339,3.12,3.77
Meta,video,traffic,narrow,151.94,5,32,0,6,0.0472,1.59,5.2
Google,image,conversions,medium,544.24,3,10,1,2,0.0385,2.27,4.31
Google,video,conversions,broad,194.78,5,8,1,6,0.0461,3.05,5.58
Meta,image,conversions,narrow,252.36,3,75,0,0,0.031,2.38,5.22
Meta,image,conversions,narrow,1635.21,5,20,1,1,0.0533,2.83,5.59
Google,video,traffic,medium,125.8,5,20,0,5,0.032,2.24,3.32
Meta,carousel,awareness,broad,1334.94,2,9,0,2,0.0257,1.97,2.72
Google,video,traffic,medium,581.49,1,72,0,4,0.0294,2.25,2.32
Meta,image,conversions,broad,1749.51,5,15,0,3,0.019,2.97,3.12
Google,image,awareness,broad,995.73,4,88,1,0,0.0306,2.16,4.85
Google,video,traffic,broad,645.87,2,63,0,2,0.0133,2.63,2.02
Google,video,awareness,medium,1059.4,1,21,0,0,0.0342,2.81,1.86
Meta,video,traffic,medium,794.82,2,5,0,4,0.0277,1.51,2.88
Google,carousel,conversions,narrow,1150.39,1,35,0,0,0.0307,3.24,2.33
Google,image,conversions,broad,273.34,3,85,0,6,0.0208,3.19,2.24
Meta,image,traffic,medium,1994.13,5,68,1,6,0.037,1.8,5.3
Google,image,conversions,narrow,879.83,4,48,1,2,0.0384,3.28,5.07
Meta,video,conversions,medium,729.05,2,80,0,1,0.0419,2.48,4.09
Meta,image,traffic,narrow,1434.91,2,62,0,5,0.0328,2.34,3.11
Meta,carousel,traffic,medium,759.6,2,35,0,2,0.0347,1.19,2.98
Meta,video,traffic,medium,1674.88,2,70,1,0,0.0403,2.53,5.25
Meta,video,conversions,medium,935.83,5,21,0,4,0.0444,2.12,4.88
Google,video,conversions,broad,1453.14,1,80,0,6,0.0217,3.12,2.8
Meta,image,traffic,narrow,259.53,5,39,1,3,0.0456,2.05,6.06
Google,carousel,awareness,medium,1699.93,3,34,0,3,0.0178,3.0,2.11
Meta,video,traffic,medium,1484.65,5,15,0,4,0.0394,2.53,3.83
Meta,image,awareness,medium,462.85,5,6,1,0,0.0371,1.14,4.63
Meta,video,traffic,broad,333.31,3,66,0,5,0.0322,1.85,3.49
Google,carousel,traffic,medium,666.77,5,88,0,4,0.0299,2.72,2.49
Meta,video,conversions,medium,1953.34,1,56,0,0,0.0324,2.54,3.22
Google,image,traffic,narrow,550.82,4,49,0,2,0.0374,3.1,2.02
Google,image,traffic,broad,939.45,3,1,0,5,0.0168,2.86,0.8
Google,image,traffic,medium,108.54,2,65,1,1,0.0308,1.92,3.25
Meta,image,conversions,broad,824.59,1,28,0,0,0.0303,2.77,2.75
Meta,video,traffic,narrow,1164.07,4,20,1,3,0.0585,1.78,6.57
Google,video,conversions,narrow,1908.59,1,48,0,3,0.0378,3.43,3.16
Meta,video,traffic,medium,1057.64,1,72,0,6,0.0255,1.74,3.03
Google,video,conversions,broad,1647.26,2,65,0,5,0.0271,3.87,3.27
Meta,image,awareness,medium,1116.9,4,51,0,1,0.0214,1.74,2.98
Google,video,conversions,broad,129.53,1,43,0,0,0.0255,2.83,1.79
Google,video,conversions,medium,664.27,2,49,0,1,0.0304,3.43,3.09
Google,image,conversions,medium,1172.32,3,25,0,6,0.0241,3.06,2.76
Meta,carousel,traffic,narrow,1903.66,2,74,0,2,0.0361,2.12,2.49
Google,image,conversions,broad,1725.3,5,76,1,1,0.031,3.19,5.39
Meta,video,conversions,narrow,495.29,2,41,0,2,0.0482,2.96,4.54
Meta,video,traffic,broad,479.21,2,71,0,3,0.0315,1.67,3.11
Google,carousel,conversions,broad,442.29,2,64,0,2,0.0206,3.51,2.31
Google,video,awareness,broad,1848.87,1,61,0,0,0.0183,3.08,1.95
Google,video,awareness,medium,1712.7,4,12,1,5,0.0434,2.62,4.82
Google,image,traffic,medium,1561.02,2,81,0,5,0.0246,2.78,2.09
Meta,image,conversions,broad,815.83,2,69,0,0,0.0235,1.99,2.66
Meta,image,traffic,narrow,1033.54,5,14,0,0,0.0377,2.01,3.74
Google,video,conversions,medium,955.45,5,34,1,0,0.0481,4.43,6.63
Meta,video,conversions,narrow,544.13,3,48,0,4,0.0519,2.87,3.91
Meta,carousel,conversions,medium,1034.8,3,61,0,6,0.0302,2.57,3.97
Meta,video,awareness,narrow,109.47,5,81,0,2,0.0449,1.75,4.89
Meta,image,conversions,narrow,307.03,4,35,0,0,0.0453,2.96,4.13
Meta,image,traffic,medium,1778.85,3,65,0,5,0.0257,2.36,2.83
Meta,image,traffic,medium,1515.78,4,59,1,1,0.0437,2.52,4.15
Meta,video,conversions,medium,874.59,5,36,1,1,0.0484,2.81,6.2
Meta,video,conversions,narrow,1058.44,3,79,0,4,0.042,2.27,4.6
